,ID,Kingdom,Type,Partition,CS
2207,Q9FVW4,1,NO_SP,4,0
2208,P03871,1,NO_SP,1,0
2209,Q96S59,1,NO_SP,1,0
2210,Q6VN19,1,NO_SP,3,0
2211,Q9LKZ3,1,NO_SP,4,0
2212,P32841,1,NO_SP,4,0
2213,Q8H0P8,1,NO_SP,1,0
2214,P40893,1,NO_SP,3,0
2215,P38927,1,NO_SP,2,0
2216,P15927,1,NO_SP,3,0
2217,P38234,1,NO_SP,1,0
2218,B2GV50,1,NO_SP,2,0
2219,F4IUX6,1,NO_SP,1,0
2220,O75154,1,NO_SP,2,0
2221,P40188,1,NO_SP,1,0
2222,Q9SS90,1,NO_SP,2,0
2223,Q8BL80,1,NO_SP,2,0
2224,P50861,1,NO_SP,1,0
2225,Q9W358,1,NO_SP,2,0
2226,Q10426,1,NO_SP,1,0
2227,P0CJ62,1,NO_SP,2,0
2228,P92959,1,NO_SP,1,0
2229,O75570,1,NO_SP,3,0
2230,Q6K9U2,1,NO_SP,4,0
2231,P53034,1,NO_SP,2,0
2232,Q6ZQM0,1,NO_SP,3,0
2233,P49796,1,NO_SP,4,0
2234,Q8W4E1,1,NO_SP,1,0
2235,P87074,1,NO_SP,1,0
2236,P36603,1,NO_SP,2,0
2237,Q07844,1,NO_SP,3,0
2238,P82195,1,NO_SP,4,0
2239,P24613,1,NO_SP,1,0
2240,Q6EPW7,1,NO_SP,3,0
2241,Q9Y3P9,1,NO_SP,4,0
2242,Q75JL2,1,NO_SP,4,0
2243,Q8VIG1,1,NO_SP,2,0
2244,Q9GZR2,1,NO_SP,3,0
2245,Q92546,1,NO_SP,4,0
2246,Q8NE09,1,NO_SP,2,0
2247,P41220,1,NO_SP,3,0
2248,P32862,1,NO_SP,4,0
2249,Q8H0U8,1,NO_SP,1,0
2250,Q53QZ3,1,NO_SP,4,0
2251,Q8GWP5,1,NO_SP,2,0
2252,Q9STY4,1,NO_SP,3,0
2253,F4I5N6,1,NO_SP,4,0
2254,Q9LY87,1,NO_SP,1,0
2255,Q6GYP7,1,NO_SP,2,0
2256,Q8IUC4,1,NO_SP,1,0
2257,P47924,1,NO_SP,3,0
2258,Q5EBL4,1,NO_SP,2,0
2259,P82245,1,NO_SP,3,0
2260,P23326,1,NO_SP,0,0
2261,P15252,1,NO_SP,1,0
2262,Q9VMD6,1,NO_SP,3,0
2263,Q9ZQ19,1,NO_SP,4,0
2264,O43566,1,NO_SP,1,0
2265,Q8N392,1,NO_SP,2,0
2266,Q9FN89,1,NO_SP,1,0
2267,Q9LSD0,1,NO_SP,4,0
2268,P22798,1,NO_SP,0,0
2269,Q9LE95,1,NO_SP,1,0
2270,P06509,1,NO_SP,0,0
2271,P82191,1,NO_SP,1,0
2272,Q5U1Z0,1,NO_SP,3,0
2273,Q9UKL0,1,NO_SP,1,0
2274,O13796,1,NO_SP,3,0
2275,P39531,1,NO_SP,4,0
2276,Q9FVV7,1,NO_SP,0,0
2277,Q5SVD0,1,NO_SP,2,0
2278,Q06108,1,NO_SP,4,0
2279,Q9Z2P4,1,NO_SP,0,0
2280,Q8RX26,1,NO_SP,1,0
2281,O43665,1,NO_SP,2,0
2282,Q99N37,1,NO_SP,3,0
2283,Q6TLK4,1,NO_SP,4,0
2284,Q6NLQ7,1,NO_SP,1,0
2285,O60182,1,NO_SP,3,0
2286,Q9CAQ8,1,NO_SP,4,0
2287,Q86YS3,1,NO_SP,0,0
2288,Q7TS73,1,NO_SP,2,0
2289,P38339,1,NO_SP,4,0
2290,Q5ZMW5,1,NO_SP,1,0
2291,K7WIZ6,1,NO_SP,2,0
2292,O74737,1,NO_SP,3,0
2293,Q96UP3,1,NO_SP,4,0
2294,Q8W4B1,1,NO_SP,2,0
2295,Q06738,1,NO_SP,3,0
2296,Q12188,1,NO_SP,2,0
2297,O94762,1,NO_SP,3,0
2298,Q75J96,1,NO_SP,2,0
2299,Q9BSD3,1,NO_SP,3,0
2300,Q94K75,1,NO_SP,1,0
2301,Q80ZG1,1,NO_SP,2,0
2302,Q9GSX9,1,NO_SP,3,0
2303,Q6PR54,1,NO_SP,1,0
2304,O95153,1,NO_SP,2,0
2305,O74801,1,NO_SP,1,0
2306,P87232,1,NO_SP,2,0
2307,Q9BYD2,1,NO_SP,4,0
2308,Q9Y3B7,1,NO_SP,2,0
2309,Q7M0E7,1,NO_SP,3,0
2310,Q3T0J3,1,NO_SP,1,0
2311,P38064,1,NO_SP,4,0
2312,P36528,1,NO_SP,0,0
2313,Q9NWU5,1,NO_SP,4,0
2314,Q96A35,1,NO_SP,0,0
2315,Q2HJJ1,1,NO_SP,1,0
2316,Q58DV5,1,NO_SP,2,0
2317,P51998,1,NO_SP,0,0
2318,P12687,1,NO_SP,0,0
2319,P09001,1,NO_SP,2,0
2320,O94345,1,NO_SP,0,0
2321,Q3MHY7,1,NO_SP,1,0
2322,Q02204,1,NO_SP,3,0
2323,Q9UTK2,1,NO_SP,2,0
2324,Q2HJF1,1,NO_SP,3,0
2325,Q3MHJ5,1,NO_SP,4,0
2326,Q96DB5,1,NO_SP,1,0
2327,P53140,1,NO_SP,3,0
2328,Q6ZRF8,1,NO_SP,4,0
2329,Q04599,1,NO_SP,1,0
2330,P36516,1,NO_SP,2,0
2331,Q9NWS8,1,NO_SP,4,0
2332,F4IV66,1,NO_SP,0,0
2333,Q5XI59,1,NO_SP,1,0
2334,Q9FKW0,1,NO_SP,3,0
2335,Q0WL81,1,NO_SP,0,0
2336,Q6NQJ6,1,NO_SP,3,0
2337,Q28021,1,NO_SP,1,0
2338,Q9SHL7,1,NO_SP,2,0
2339,A9C3R8,1,NO_SP,3,0
2340,Q9H9Y6,1,NO_SP,0,0
2341,P47006,1,NO_SP,2,0
2342,P46669,1,NO_SP,4,0
2343,P22139,1,NO_SP,0,0
2344,Q8IXW5,1,NO_SP,2,0
2345,Q2TA12,1,NO_SP,4,0
2346,Q9UUJ5,1,NO_SP,0,0
2347,Q99N92,1,NO_SP,1,0
2348,Q3ZBF3,1,NO_SP,2,0
2349,Q9NYK5,1,NO_SP,3,0
2350,Q8N983,1,NO_SP,0,0
2351,Q9HD33,1,NO_SP,2,0
2352,Q13405,1,NO_SP,3,0
2353,P53724,1,NO_SP,1,0
2354,P0C2B7,1,NO_SP,2,0
2355,P0C2B8,1,NO_SP,3,0
2356,Q10170,1,NO_SP,0,0
2357,Q6PDX6,1,NO_SP,1,0
2358,Q9GZN7,1,NO_SP,1,0
2359,Q0J235,1,NO_SP,2,0
2360,Q8K202,1,NO_SP,3,0
2361,P30876,1,NO_SP,0,0
2362,Q9M1J2,1,NO_SP,0,0
2363,P38805,1,NO_SP,3,0
2364,P52815,1,NO_SP,0,0
2365,Q9H0U6,1,NO_SP,2,0
2366,P22354,1,NO_SP,3,0
2367,O74464,1,NO_SP,1,0
2368,Q5BJX1,1,NO_SP,2,0
2369,Q9H2W6,1,NO_SP,3,0
2370,P32388,1,NO_SP,4,0
2371,Q06090,1,NO_SP,0,0
2372,P02381,1,NO_SP,3,0
2373,Q8IYW5,1,NO_SP,2,0
2374,Q9NRR4,1,NO_SP,3,0
2375,P40693,1,NO_SP,0,0
2376,P31334,1,NO_SP,2,0
2377,P36521,1,NO_SP,3,0
2378,Q3SYS1,1,NO_SP,0,0
2379,Q2TBR2,1,NO_SP,2,0
2380,Q9H9A7,1,NO_SP,3,0
2381,Q9P801,1,NO_SP,1,0
2382,Q969K3,1,NO_SP,1,0
2383,Q9P7W9,1,NO_SP,2,0
2384,P36519,1,NO_SP,1,0
2385,Q3SZ47,1,NO_SP,2,0
2386,P36531,1,NO_SP,3,0
2387,P32387,1,NO_SP,0,0
2388,P19956,1,NO_SP,1,0
2389,P0C2B6,1,NO_SP,2,0
2390,P34560,1,NO_SP,3,0
2391,P32611,1,NO_SP,0,0
2392,Q6ZNA4,1,NO_SP,1,0
2393,Q9CZW6,1,NO_SP,3,0
2394,Q63HN8,1,NO_SP,4,0
2395,Q924T7,1,NO_SP,0,0
2396,O74994,1,NO_SP,3,0
2397,A6QPQ5,1,NO_SP,1,0
2398,P36517,1,NO_SP,2,0
2399,Q9P6P6,1,NO_SP,3,0
2400,Q9P015,1,NO_SP,4,0
2401,Q8L9A0,1,NO_SP,1,0
2402,Q16540,1,NO_SP,2,0
2403,A8NN94,1,NO_SP,3,0
2404,Q9BZE1,1,NO_SP,1,0
2405,P35996,1,NO_SP,2,0
2406,P83565,1,NO_SP,4,0
2407,P36534,1,NO_SP,0,0
2408,Q9Y6G3,1,NO_SP,3,0
2409,Q9H777,1,NO_SP,1,0
2410,Q8VYS2,1,NO_SP,2,0
2411,Q9SJQ6,1,NO_SP,4,0
2412,Q8CGM2,1,NO_SP,0,0
2413,A9LLI7,1,NO_SP,2,0
2414,Q9P7P1,1,NO_SP,4,0
2415,Q01080,1,NO_SP,0,0
2416,P40422,1,NO_SP,3,0
2417,P07703,1,NO_SP,4,0
2418,O42853,1,NO_SP,0,0
2419,P82162,1,NO_SP,2,0
2420,P47910,1,NO_SP,3,0
2421,Q04712,1,NO_SP,4,0
2422,B2RS91,1,NO_SP,0,0
2423,Q10204,1,NO_SP,1,0
2424,P56182,1,NO_SP,2,0
2425,F4J8K6,1,NO_SP,3,0
2426,Q05022,1,NO_SP,4,0
2427,Q10257,1,NO_SP,1,0
2428,Q05823,1,NO_SP,3,0
2429,P51448,1,NO_SP,0,0
2430,Q0WVE8,1,NO_SP,1,0
2431,P32529,1,NO_SP,2,0
2432,Q76KJ5,1,NO_SP,3,0
2433,P22276,1,NO_SP,1,0
2434,Q9ZU38,1,NO_SP,2,0
2435,Q1MTN7,1,NO_SP,4,0
2436,P69242,1,NO_SP,1,0
2437,Q93VC7,1,NO_SP,3,0
2438,Q12532,1,NO_SP,4,0
2439,P28807,1,NO_SP,2,0
2440,P82024,1,NO_SP,0,0
2441,P08242,1,NO_SP,1,0
2442,O14341,1,NO_SP,3,0
2443,Q9P0J6,1,NO_SP,4,0
2444,P36532,1,NO_SP,0,0
2445,Q9H0F5,1,NO_SP,4,0
2446,F4J1H7,1,NO_SP,3,0
2447,Q9M811,1,NO_SP,4,0
2448,P45818,1,NO_SP,0,0
2449,P36160,1,NO_SP,1,0
2450,Q93Y94,1,NO_SP,2,0
2451,O24600,1,NO_SP,4,0
2452,P82163,1,NO_SP,0,0
2453,P06507,1,NO_SP,3,0
2454,P06508,1,NO_SP,4,0
2455,Q9ST69,1,NO_SP,0,0
2456,P40992,1,NO_SP,2,0
2457,P36080,1,NO_SP,3,0
2458,Q7YZH1,1,NO_SP,0,0
2459,Q8L633,1,NO_SP,2,0
2460,Q9BQ52,1,NO_SP,4,0
2461,P60315,1,NO_SP,3,0
2462,Q9XGM3,1,NO_SP,4,0
2463,Q9M3I4,1,NO_SP,0,0
2464,P13788,1,NO_SP,1,0
2465,P82278,1,NO_SP,2,0
2466,Q96EU6,1,NO_SP,4,0
2467,Q08285,1,NO_SP,0,0
2468,O42872,1,NO_SP,2,0
2469,Q08162,1,NO_SP,3,0
2470,P53256,1,NO_SP,4,0
2471,O94683,1,NO_SP,0,0
2472,P38961,1,NO_SP,1,0
2473,A9LLI8,1,NO_SP,1,0
2474,P24928,1,NO_SP,1,0
2475,Q92766,1,NO_SP,3,0
2476,Q9BYD3,1,NO_SP,0,0
2477,P36520,1,NO_SP,1,0
2478,O94398,1,NO_SP,2,0
2479,P49406,1,NO_SP,3,0
2480,Q2TBS2,1,NO_SP,4,0
2481,P36525,1,NO_SP,1,0
2482,P36526,1,NO_SP,2,0
2483,P36527,1,NO_SP,3,0
2484,Q2TBI6,1,NO_SP,0,0
2485,P20084,1,NO_SP,2,0
2486,Q06678,1,NO_SP,3,0
2487,Q96GC5,1,NO_SP,4,0
2488,Q86TS9,1,NO_SP,2,0
2489,Q96E14,1,NO_SP,1,0
2490,Q9Y508,1,NO_SP,3,0
2491,Q5XPI4,1,NO_SP,0,0
2492,A6YSL1,1,NO_SP,1,0
2493,O76064,1,NO_SP,2,0
2494,Q8LGU7,1,NO_SP,1,0
2495,P87168,1,NO_SP,2,0
2496,Q99729,1,NO_SP,4,0
2497,P92199,1,NO_SP,0,0
2498,Q43157,1,NO_SP,4,0
2499,Q684P5,1,NO_SP,0,0
2500,Q9LXD1,1,NO_SP,1,0
2501,P86926,1,NO_SP,2,0
2502,P86924,1,NO_SP,1,0
2503,P32904,1,NO_SP,2,0
2504,P36523,1,NO_SP,4,0
2505,P53881,1,NO_SP,0,0
2506,P14063,1,NO_SP,1,0
2507,P36533,1,NO_SP,2,0
2508,Q8N5N7,1,NO_SP,4,0
2509,Q8NCN4,1,NO_SP,0,0
2510,Q0WX00,1,NO_SP,4,0
2511,Q9LZN0,1,NO_SP,0,0
2512,O60091,1,NO_SP,0,0
2513,P25348,1,NO_SP,1,0
2514,Q04598,1,NO_SP,4,0
2515,Q9NZE8,1,NO_SP,0,0
2516,Q9Y7U8,1,NO_SP,1,0
2517,Q9H9J2,1,NO_SP,4,0
2518,Q9D0C1,1,NO_SP,0,0
2519,E9QAU8,1,NO_SP,1,0
2520,P10181,1,NO_SP,2,0
2521,P40858,1,NO_SP,2,0
2522,P50106,1,NO_SP,0,0
2523,P22138,1,NO_SP,1,0
2524,P04051,1,NO_SP,0,0
2525,Q9UNE2,1,NO_SP,1,0
2526,O95707,1,NO_SP,0,0
2527,P92969,1,NO_SP,1,0
2528,P09595,1,NO_SP,2,0
2529,Q9P783,1,NO_SP,0,0
2530,Q08774,1,NO_SP,1,0
2531,Q06109,1,NO_SP,2,0
2532,Q10360,1,NO_SP,0,0
2533,P82277,1,NO_SP,1,0
2534,Q12277,1,NO_SP,2,0
2535,O43159,1,NO_SP,3,0
2536,Q8TEU7,1,NO_SP,1,0
2537,Q9LFV6,1,NO_SP,3,0
2538,Q42484,1,NO_SP,1,0
2539,P82137,1,NO_SP,2,0
2540,P82130,1,NO_SP,3,0
2541,Q10205,1,NO_SP,1,0
2542,Q05636,1,NO_SP,2,0
2543,P25368,1,NO_SP,3,0
2544,Q15050,1,NO_SP,4,0
2545,A2RVK7,1,NO_SP,0,0
2546,Q9GZS1,1,NO_SP,1,0
2547,P28000,1,NO_SP,4,0
2548,Q9H9Y2,1,NO_SP,1,0
2549,P62128,1,NO_SP,3,0
2550,O43082,1,NO_SP,4,0
2551,Q9M3K7,1,NO_SP,0,0
2552,O74734,1,NO_SP,1,0
2553,Q06511,1,NO_SP,3,0
2554,Q12481,1,NO_SP,4,0
2555,Q8L6J3,1,NO_SP,3,0
2556,P06506,1,NO_SP,4,0
2557,P53437,1,NO_SP,1,0
2558,Q9C0X8,1,NO_SP,2,0
2559,P82403,1,NO_SP,1,0
2560,Q12167,1,NO_SP,2,0
2561,O14211,1,NO_SP,3,0
2562,P32786,1,NO_SP,1,0
2563,Q14690,1,NO_SP,2,0
2564,P09597,1,NO_SP,1,0
2565,P40389,1,NO_SP,2,0
2566,P40156,1,NO_SP,3,0
2567,P38204,1,NO_SP,1,0
2568,O14013,1,NO_SP,2,0
2569,Q12754,1,NO_SP,0,0
2570,Q9UTD7,1,NO_SP,1,0
2571,Q12149,1,NO_SP,2,0
2572,P05756,1,NO_SP,0,0
2573,P38701,1,NO_SP,1,0
2574,Q10146,1,NO_SP,4,0
2575,P82129,1,NO_SP,1,0
2576,Q9C5J3,1,NO_SP,2,0
2577,P38771,1,NO_SP,0,0
2578,Q02983,1,NO_SP,1,0
2579,P82412,1,NO_SP,2,0
2580,Q93WF6,1,NO_SP,1,0
2581,Q1EHW4,1,NO_SP,0,0
2582,Q9LXX6,1,NO_SP,2,0
2583,Q04002,1,NO_SP,4,0
2584,Q8LGI2,1,NO_SP,3,0
2585,Q9SS48,1,NO_SP,4,0
2586,O95810,1,NO_SP,0,0
2587,Q8T3B9,1,NO_SP,3,0
2588,Q00416,1,NO_SP,4,0
2589,Q8NCE0,1,NO_SP,1,0
2590,Q54HS3,1,NO_SP,3,0
2591,Q9U263,1,NO_SP,4,0
2592,Q10178,1,NO_SP,0,0
2593,O74458,1,NO_SP,1,0
2594,Q56YA5,1,NO_SP,2,0
2595,Q06132,1,NO_SP,3,0
2596,Q5FBB7,1,NO_SP,1,0
2597,Q0JL44,1,NO_SP,2,0
2598,O43765,1,NO_SP,4,0
2599,Q9D7V1,1,NO_SP,0,0
2600,O14492,1,NO_SP,3,0
2601,Q5HYK7,1,NO_SP,4,0
2602,Q10321,1,NO_SP,1,0
2603,Q01613,1,NO_SP,3,0
2604,Q9QXN0,1,NO_SP,4,0
2605,Q9LZ78,1,NO_SP,1,0
2606,Q96ST3,1,NO_SP,3,0
2607,Q9NTG7,1,NO_SP,0,0
2608,Q8BKJ9,1,NO_SP,2,0
2609,O15304,1,NO_SP,0,0
2610,A8D8P8,1,NO_SP,1,0
2611,Q8WVK7,1,NO_SP,3,0
2612,Q9Y448,1,NO_SP,0,0
2613,Q00711,1,NO_SP,1,0
2614,Q4WPF5,1,NO_SP,0,0
2615,Q92355,1,NO_SP,1,0
2616,Q91ZX6,1,NO_SP,2,0
2617,Q6ZU15,1,NO_SP,3,0
2618,O49485,1,NO_SP,4,0
2619,Q9UST7,1,NO_SP,0,0
2620,Q03067,1,NO_SP,1,0
2621,Q2PJ68,1,NO_SP,2,0
2622,O43147,1,NO_SP,4,0
2623,Q9UUI2,1,NO_SP,2,0
2624,Q9H0F6,1,NO_SP,4,0
2625,P38751,1,NO_SP,2,0
2626,Q8R4T2,1,NO_SP,2,0
2627,Q99J77,1,NO_SP,4,0
2628,Q10925,1,NO_SP,1,0
2629,O22056,1,NO_SP,2,0
2630,Q96BD8,1,NO_SP,4,0
2631,F4JAA5,1,NO_SP,1,0
2632,P38283,1,NO_SP,4,0
2633,Q8CBY1,1,NO_SP,1,0
2634,Q9NZC9,1,NO_SP,4,0
2635,G5EG17,1,NO_SP,2,0
2636,Q9SGU2,1,NO_SP,0,0
2637,O82663,1,NO_SP,1,0
2638,Q93VR9,1,NO_SP,3,0
2639,Q93794,1,NO_SP,1,0
2640,Q04675,1,NO_SP,1,0
2641,Q9QZR6,1,NO_SP,2,0
2642,O82796,1,NO_SP,3,0
2643,P58004,1,NO_SP,4,0
2644,Q9UPS6,1,NO_SP,0,0
2645,P0DME0,1,NO_SP,1,0
2646,Q8W234,1,NO_SP,3,0
2647,Q8BP27,1,NO_SP,4,0
2648,Q4QSC8,1,NO_SP,1,0
2649,Q9QZS8,1,NO_SP,3,0
2650,Q9BYB0,1,NO_SP,1,0
2651,O24621,1,NO_SP,3,0
2652,P52286,1,NO_SP,0,0
2653,Q9BSV6,1,NO_SP,3,0
2654,Q8TBK2,1,NO_SP,0,0
2655,Q8IE95,1,NO_SP,1,0
2656,Q5A287,1,NO_SP,0,0
2657,Q5AK51,1,NO_SP,4,0
2658,A7VLV2,1,NO_SP,4,0
2659,P35187,1,NO_SP,0,0
2660,Q9QX74,1,NO_SP,1,0
2661,Q8K2Q9,1,NO_SP,3,0
2662,Q3TTP0,1,NO_SP,0,0
2663,Q9LDH1,1,NO_SP,2,0
2664,O24629,1,NO_SP,0,0
2665,Q24167,1,NO_SP,1,0
2666,Q9VK34,1,NO_SP,4,0
2667,Q9Y6E7,1,NO_SP,0,0
2668,Q9NXA8,1,NO_SP,1,0
2669,Q8N6T7,1,NO_SP,2,0
2670,Q9LZ66,1,NO_SP,3,0
2671,Q9XWS0,1,NO_SP,1,0
2672,Q06315,1,NO_SP,3,0
2673,P35207,1,NO_SP,0,0
2674,Q9LPL4,1,NO_SP,3,0
2675,Q8R3P9,1,NO_SP,4,0
2676,P0C7P3,1,NO_SP,0,0
2677,P42900,1,NO_SP,1,0
2678,Q12136,1,NO_SP,1,0
2679,Q10491,1,NO_SP,4,0
2680,O74562,1,NO_SP,1,0
2681,Q9LT69,1,NO_SP,2,0
2682,Q96255,1,NO_SP,3,0
2683,Q9Y6X0,1,NO_SP,4,0
2684,Q91WC0,1,NO_SP,0,0
2685,Q7Z333,1,NO_SP,1,0
2686,Q9FEN9,1,NO_SP,0,0
2687,Q8VZA0,1,NO_SP,3,0
2688,P23246,1,NO_SP,1,0
2689,Q9WVR3,1,NO_SP,2,0
2690,Q9D5J6,1,NO_SP,2,0
2691,Q8IW03,1,NO_SP,4,0
2692,Q9P7T1,1,NO_SP,0,0
2693,O60187,1,NO_SP,4,0
2694,Q9LD95,1,NO_SP,0,0
2695,P34164,1,NO_SP,2,0
2696,Q96EB6,1,NO_SP,3,0
2697,P06700,1,NO_SP,4,0
2698,O94474,1,NO_SP,0,0
2699,A7M7C7,1,NO_SP,4,0
2700,Q60898,1,NO_SP,0,0
2701,P97440,1,NO_SP,1,0
2702,Q08457,1,NO_SP,2,0
2703,Q56YN8,1,NO_SP,2,0
2704,O60264,1,NO_SP,0,0
2705,O01510,1,NO_SP,3,0
2706,Q9UPR3,1,NO_SP,4,0
2707,P53127,1,NO_SP,0,0
2708,Q8VHQ2,1,NO_SP,4,0
2709,Q9VVR6,1,NO_SP,4,0
2710,Q9LDX1,1,NO_SP,3,0
2711,O94640,1,NO_SP,4,0
2712,Q84JH7,1,NO_SP,3,0
2713,P42285,1,NO_SP,4,0
2714,P78963,1,NO_SP,3,0
2715,Q9UT03,1,NO_SP,3,0
2716,Q60560,1,NO_SP,3,0
2717,Q9VK33,1,NO_SP,1,0
2718,Q20060,1,NO_SP,2,0
2719,Q8IY18,1,NO_SP,4,0
2720,P51532,1,NO_SP,0,0
2721,Q04692,1,NO_SP,1,0
2722,Q9HAU4,1,NO_SP,2,0
2723,Q5KQI6,1,NO_SP,3,0
2724,Q9UTN6,1,NO_SP,0,0
2725,A1Z9P3,1,NO_SP,0,0
2726,Q8IXJ6,1,NO_SP,3,0
2727,Q94AQ6,1,NO_SP,0,0
2728,Q9XI00,1,NO_SP,3,0
2729,Q8IY92,1,NO_SP,4,0
2730,O35253,1,NO_SP,1,0
2731,Q18237,1,NO_SP,2,0
2732,P97801,1,NO_SP,4,0
2733,Q6Z1Y6,1,NO_SP,1,0
2734,Q9HB58,1,NO_SP,4,0
2735,Q96R06,1,NO_SP,2,0
2736,Q99932,1,NO_SP,4,0
2737,Q32KD2,1,NO_SP,3,0
2738,Q96T68,1,NO_SP,4,0
2739,E9Q5F9,1,NO_SP,2,0
2740,Q12369,1,NO_SP,3,0
2741,Q9LS48,1,NO_SP,1,0
2742,Q08490,1,NO_SP,2,0
2743,Q96B97,1,NO_SP,3,0
2744,Q8NEM2,1,NO_SP,4,0
2745,Q9UQ13,1,NO_SP,0,0
2746,Q62141,1,NO_SP,1,0
2747,Q57YZ9,1,NO_SP,2,0
2748,Q13309,1,NO_SP,0,0
2749,A2AQ25,1,NO_SP,1,0
2750,P53251,1,NO_SP,3,0
2751,P40167,1,NO_SP,4,0
2752,Q13485,1,NO_SP,0,0
2753,Q5VUG0,1,NO_SP,1,0
2754,Q99L88,1,NO_SP,4,0
2755,Q9WU34,1,NO_SP,4,0
2756,G5EEU2,1,NO_SP,0,0
2757,Q18221,1,NO_SP,1,0
2758,P20134,1,NO_SP,2,0
2759,Q8VWF1,1,NO_SP,4,0
2760,P36136,1,NO_SP,2,0
2761,P39000,1,NO_SP,0,0
2762,P36068,1,NO_SP,1,0
2763,Q9SZF7,1,NO_SP,2,0
2764,O59801,1,NO_SP,3,0
2765,P42843,1,NO_SP,4,0
2766,Q9P6L5,1,NO_SP,0,0
2767,Q8IX21,1,NO_SP,1,0
2768,Q9SGE2,1,NO_SP,3,0
2769,O43623,1,NO_SP,4,0
2770,Q12483,1,NO_SP,2,0
2771,Q8R570,1,NO_SP,3,0
2772,Q8BGW5,1,NO_SP,0,0
2773,Q13342,1,NO_SP,1,0
2774,Q9UST6,1,NO_SP,2,0
2775,P91349,1,NO_SP,3,0
2776,Q99JL1,1,NO_SP,2,0
2777,B8B0E2,1,NO_SP,3,0
2778,Q8IRG6,1,NO_SP,1,0
2779,O14174,1,NO_SP,3,0
2780,Q9DDT5,1,NO_SP,3,0
2781,Q7Y0F6,1,NO_SP,1,0
2782,P21549,1,NO_SP,2,0
2783,Q08473,1,NO_SP,3,0
2784,Q9SEE9,1,NO_SP,2,0
2785,O35413,1,NO_SP,0,0
2786,Q9CZ91,1,NO_SP,2,0
2787,Q9FNN6,1,NO_SP,3,0
2788,Q99176,1,NO_SP,0,0
2789,Q9FJJ3,1,NO_SP,0,0
2790,A8MU46,1,NO_SP,0,0
2791,Q944A6,1,NO_SP,2,0
2792,P39929,1,NO_SP,3,0
2793,Q7Z614,1,NO_SP,1,0
2794,O94294,1,NO_SP,3,0
2795,O14285,1,NO_SP,0,0
2796,O59757,1,NO_SP,1,0
2797,Q17695,1,NO_SP,2,0
2798,P48008,1,NO_SP,4,0
2799,Q924S7,1,NO_SP,0,0
2800,Q8C624,1,NO_SP,1,0
2801,Q9SEU4,1,NO_SP,2,0
2802,P05480,1,NO_SP,4,0
2803,P38985,1,NO_SP,1,0
2804,Q5AP95,1,NO_SP,2,0
2805,Q62985,1,NO_SP,4,0
2806,Q9WV48,1,NO_SP,1,0
2807,Q9TYT3,1,NO_SP,2,0
2808,C4P6S0,1,NO_SP,4,0
2809,Q680Q4,1,NO_SP,2,0
2810,O80653,1,NO_SP,3,0
2811,Q0IMG9,1,NO_SP,0,0
2812,Q95T19,1,NO_SP,2,0
2813,O54988,1,NO_SP,3,0
2814,Q9C0Z3,1,NO_SP,3,0
2815,Q9UNH7,1,NO_SP,0,0
2816,P18583,1,NO_SP,3,0
2817,P34619,1,NO_SP,0,0
2818,Q6P069,1,NO_SP,2,0
2819,Q9NRY2,1,NO_SP,3,0
2820,P23497,1,NO_SP,0,0
2821,Q9SYX2,1,NO_SP,0,0
2822,Q04477,1,NO_SP,1,0
2823,P40014,1,NO_SP,2,0
2824,Q23288,1,NO_SP,0,0
2825,Q584D5,1,NO_SP,2,0
2826,O13736,1,NO_SP,3,0
2827,Q8INM3,1,NO_SP,0,0
2828,Q9NTJ3,1,NO_SP,3,0
2829,Q96SB8,1,NO_SP,4,0
2830,Q08817,1,NO_SP,0,0
2831,Q9T014,1,NO_SP,2,0
2832,Q8MNV0,1,NO_SP,3,0
2833,Q9V3V7,1,NO_SP,0,0
2834,Q10430,1,NO_SP,1,0
2835,P91870,1,NO_SP,2,0
2836,Q8SX83,1,NO_SP,4,0
2837,B7Z0I7,1,NO_SP,1,0
2838,Q9NS26,1,NO_SP,2,0
2839,F4I3Z5,1,NO_SP,0,0
2840,Q00497,1,NO_SP,1,0
2841,P53327,1,NO_SP,0,0
2842,Q9P6M0,1,NO_SP,4,0
2843,P32828,1,NO_SP,0,0
2844,Q91ZW3,1,NO_SP,1,0
2845,Q9VV74,1,NO_SP,2,0
2846,Q9LML2,1,NO_SP,4,0
2847,Q9Y6H5,1,NO_SP,0,0
2848,Q9Y7U7,1,NO_SP,1,0
2849,P06782,1,NO_SP,2,0
2850,Q9LU64,1,NO_SP,0,0
2851,O75602,1,NO_SP,0,0
2852,Q9P0W8,1,NO_SP,2,0
2853,Q03954,1,NO_SP,3,0
2854,Q8NBT2,1,NO_SP,1,0
2855,Q6SKR5,1,NO_SP,2,0
2856,P54217,1,NO_SP,3,0
2857,O75934,1,NO_SP,4,0
2858,Q14159,1,NO_SP,0,0
2859,Q08AE8,1,NO_SP,3,0
2860,Q9S758,1,NO_SP,4,0
2861,Q8S9G8,1,NO_SP,0,0
2862,Q700W2,1,NO_SP,1,0
2863,O81836,1,NO_SP,2,0
2864,Q06134,1,NO_SP,0,0
2865,Q22557,1,NO_SP,3,0
2866,P27692,1,NO_SP,0,0
2867,Q9W420,1,NO_SP,1,0
2868,Q3UHA3,1,NO_SP,3,0
2869,Q84TH4,1,NO_SP,4,0
2870,O94875,1,NO_SP,0,0
2871,Q12038,1,NO_SP,2,0
