,ID,Kingdom,Type,Partition
3546,Q63262,1,NO_SP,2
3547,Q05778,1,NO_SP,2
3548,Q9P7W4,1,NO_SP,3
3549,P52304,1,NO_SP,0
3550,O14170,1,NO_SP,0
3551,P53218,1,NO_SP,3
3552,Q9LK57,1,NO_SP,0
3553,O04951,1,NO_SP,0
3554,G5EGK8,1,NO_SP,0
3555,O14189,1,NO_SP,1
3556,Q0WMY5,1,NO_SP,2
3557,Q9FME4,1,NO_SP,3
3558,Q9FJW6,1,NO_SP,1
3559,Q9Y0B7,1,NO_SP,0
3560,Q10218,1,NO_SP,2
3561,Q13356,1,NO_SP,3
3562,O24163,1,NO_SP,4
3563,O42910,1,NO_SP,0
3564,Q8LE47,1,NO_SP,2
3565,Q10124,1,NO_SP,4
3566,Q8ND90,1,NO_SP,3
3567,O14044,1,NO_SP,0
3568,Q9S9N6,1,NO_SP,1
3569,Q9XI73,1,NO_SP,2
3570,Q63934,1,NO_SP,4
3571,P20263,1,NO_SP,3
3572,Q8BHD1,1,NO_SP,1
3573,Q12245,1,NO_SP,4
3574,P25576,1,NO_SP,0
3575,O13795,1,NO_SP,1
3576,Q01842,1,NO_SP,2
3577,Q04049,1,NO_SP,0
3578,Q9LSQ2,1,NO_SP,1
3579,Q9FIF7,1,NO_SP,2
3580,Q86AS5,1,NO_SP,3
3581,Q8VY52,1,NO_SP,4
3582,P11155,1,NO_SP,1
3583,Q08752,1,NO_SP,4
3584,O43586,1,NO_SP,2
3585,O59697,1,NO_SP,3
3586,Q9UTH3,1,NO_SP,4
3587,P36993,1,NO_SP,2
3588,O94451,1,NO_SP,0
3589,P41247,1,NO_SP,3
3590,O94521,1,NO_SP,0
3591,Q8H0W1,1,NO_SP,4
3592,P00950,1,NO_SP,2
3593,Q8TF01,1,NO_SP,0
3594,Q9NRX1,1,NO_SP,2
3595,Q6NQ99,1,NO_SP,4
3596,P32598,1,NO_SP,0
3597,Q8VYR5,1,NO_SP,0
3598,Q9P7X5,1,NO_SP,1
3599,F4JCC1,1,NO_SP,2
3600,Q6NWY9,1,NO_SP,4
3601,Q868H8,1,NO_SP,0
3602,Q9NQX1,1,NO_SP,2
3603,Q9CA64,1,NO_SP,2
3604,Q9V579,1,NO_SP,3
3605,Q5JRX3,1,NO_SP,4
3606,P40999,1,NO_SP,0
3607,O13351,1,NO_SP,2
3608,P53184,1,NO_SP,3
3609,Q9Y253,1,NO_SP,0
3610,Q9UBT6,1,NO_SP,4
3611,P28005,1,NO_SP,0
3612,O94251,1,NO_SP,4
3613,P38291,1,NO_SP,0
3614,Q06892,1,NO_SP,1
3615,P38797,1,NO_SP,0
3616,P40164,1,NO_SP,1
3617,O14047,1,NO_SP,0
3618,Q8TFG6,1,NO_SP,3
3619,Q9VAF7,1,NO_SP,0
3620,Q96KF2,1,NO_SP,0
3621,P57071,1,NO_SP,1
3622,O23277,1,NO_SP,2
3623,O75626,1,NO_SP,3
3624,P35705,1,NO_SP,4
3625,Q8GW32,1,NO_SP,2
3626,O74761,1,NO_SP,0
3627,P78527,1,NO_SP,2
3628,O75817,1,NO_SP,3
3629,Q42536,1,NO_SP,4
3630,A5A3E0,1,NO_SP,0
3631,P62140,1,NO_SP,0
3632,Q5HZV9,1,NO_SP,1
3633,P67775,1,NO_SP,0
3634,O75170,1,NO_SP,4
3635,O23404,1,NO_SP,2
3636,O23512,1,NO_SP,3
3637,P82538,1,NO_SP,4
3638,Q8BU27,1,NO_SP,0
3639,Q96BP3,1,NO_SP,1
3640,F4JP52,1,NO_SP,1
3641,Q9XW16,1,NO_SP,3
3642,P35081,1,NO_SP,4
3643,F4IE66,1,NO_SP,0
3644,Q7JVL3,1,NO_SP,1
3645,Q03776,1,NO_SP,3
3646,Q680B9,1,NO_SP,4
3647,P25786,1,NO_SP,0
3648,P21243,1,NO_SP,0
3649,P12354,1,NO_SP,3
3650,Q4J6C6,1,NO_SP,4
3651,Q8NEY8,1,NO_SP,3
3652,O74729,1,NO_SP,4
3653,Q9UUE4,1,NO_SP,1
3654,P97814,1,NO_SP,2
3655,Q9USX7,1,NO_SP,2
3656,Q9USS2,1,NO_SP,3
3657,O94324,1,NO_SP,2
3658,O75688,1,NO_SP,2
3659,Q9ULR3,1,NO_SP,3
3660,Q8N3J5,1,NO_SP,4
3661,O24164,1,NO_SP,2
3662,Q9LTX3,1,NO_SP,3
3663,Q9NES8,1,NO_SP,2
3664,Q60676,1,NO_SP,3
3665,O00743,1,NO_SP,0
3666,Q9SAB4,1,NO_SP,2
3667,Q10451,1,NO_SP,4
3668,Q9USP3,1,NO_SP,2
3669,P53043,1,NO_SP,4
3670,Q9GZV8,1,NO_SP,1
3671,Q9HAZ2,1,NO_SP,2
3672,Q60636,1,NO_SP,1
3673,P06401,1,NO_SP,4
3674,O43071,1,NO_SP,1
3675,O42643,1,NO_SP,2
3676,Q8LB54,1,NO_SP,1
3677,P28004,1,NO_SP,4
3678,P33334,1,NO_SP,1
3679,Q6C354,1,NO_SP,2
3680,P46471,1,NO_SP,3
3681,Q949U7,1,NO_SP,4
3682,P40303,1,NO_SP,0
3683,Q9UT97,1,NO_SP,0
3684,Q10447,1,NO_SP,1
3685,Q9UU87,1,NO_SP,2
3686,P35813,1,NO_SP,2
3687,P40012,1,NO_SP,4
3688,Q27884,1,NO_SP,0
3689,Q9LNG5,1,NO_SP,1
3690,O14275,1,NO_SP,2
3691,O17828,1,NO_SP,4
3692,Q8BZ97,1,NO_SP,1
3693,Q9V3P0,1,NO_SP,2
3694,Q9LVY0,1,NO_SP,3
3695,Q5A961,1,NO_SP,2
3696,Q12381,1,NO_SP,4
3697,P23394,1,NO_SP,0
3698,Q8RXN6,1,NO_SP,3
3699,P33203,1,NO_SP,4
3700,Q12417,1,NO_SP,0
3701,Q99PV0,1,NO_SP,1
3702,Q8WUY3,1,NO_SP,4
3703,P41812,1,NO_SP,0
3704,O74450,1,NO_SP,1
3705,Q9UT98,1,NO_SP,3
3706,O18734,1,NO_SP,4
3707,Q9M1V3,1,NO_SP,0
3708,Q9XW79,1,NO_SP,1
3709,O76932,1,NO_SP,0
3710,Q9VFS5,1,NO_SP,3
3711,Q6NUP7,1,NO_SP,4
3712,Q9USS6,1,NO_SP,0
3713,Q9NPH0,1,NO_SP,4
3714,P37238,1,NO_SP,0
3715,Q6AVA8,1,NO_SP,1
3716,P29117,1,NO_SP,2
3717,O55035,1,NO_SP,4
3718,Q9URY1,1,NO_SP,4
3719,O60145,1,NO_SP,0
3720,O94368,1,NO_SP,1
3721,Q9DAD6,1,NO_SP,4
3722,O94406,1,NO_SP,0
3723,Q9UMS4,1,NO_SP,1
3724,Q9UUD2,1,NO_SP,1
3725,O22212,1,NO_SP,3
3726,Q96HE9,1,NO_SP,0
3727,Q0D3B6,1,NO_SP,2
3728,P50528,1,NO_SP,3
3729,Q6NPL9,1,NO_SP,4
3730,Q94AQ8,1,NO_SP,0
3731,Q12837,1,NO_SP,4
3732,A7Y7W2,1,NO_SP,2
3733,Q8NA72,1,NO_SP,3
3734,O60053,1,NO_SP,4
3735,P87053,1,NO_SP,0
3736,P40473,1,NO_SP,2
3737,P53808,1,NO_SP,3
3738,O23403,1,NO_SP,4
3739,P36614,1,NO_SP,0
3740,Q80Z30,1,NO_SP,0
3741,Q9FN02,1,NO_SP,1
3742,Q5T8A7,1,NO_SP,2
3743,O60142,1,NO_SP,3
3744,Q9LG23,1,NO_SP,0
3745,P78968,1,NO_SP,4
3746,Q91VJ5,1,NO_SP,1
3747,D3DTV9,1,NO_SP,2
3748,O55103,1,NO_SP,4
3749,Q92733,1,NO_SP,0
3750,P29617,1,NO_SP,2
3751,P48437,1,NO_SP,3
3752,F4K2E9,1,NO_SP,0
3753,O60508,1,NO_SP,1
3754,Q496M5,1,NO_SP,2
3755,P32634,1,NO_SP,2
3756,Q9C8E6,1,NO_SP,3
3757,Q9C6T1,1,NO_SP,4
3758,O13911,1,NO_SP,0
3759,Q96T60,1,NO_SP,2
3760,Q8GZQ3,1,NO_SP,3
3761,P00491,1,NO_SP,1
3762,Q8K1R3,1,NO_SP,0
3763,O80634,1,NO_SP,2
3764,Q9ASS6,1,NO_SP,3
3765,O74381,1,NO_SP,4
3766,P87060,1,NO_SP,0
3767,Q8LK93,1,NO_SP,2
3768,P23204,1,NO_SP,3
3769,Q9LXX5,1,NO_SP,4
3770,Q9Y7J6,1,NO_SP,1
3771,Q9BXM0,1,NO_SP,4
3772,P40494,1,NO_SP,2
3773,Q94EY1,1,NO_SP,3
3774,P48634,1,NO_SP,4
3775,A2A935,1,NO_SP,2
3776,Q9NQV8,1,NO_SP,1
3777,Q9GLW0,1,NO_SP,0
3778,Q96MT3,1,NO_SP,1
3779,P20095,1,NO_SP,3
3780,Q9XEX2,1,NO_SP,4
3781,P39008,1,NO_SP,0
3782,P38208,1,NO_SP,1
3783,P62597,1,NO_SP,4
3784,P23757,1,NO_SP,0
3785,Q9S7Q2,1,NO_SP,0
3786,Q9BZL4,1,NO_SP,1
3787,O82380,1,NO_SP,2
3788,Q0G819,1,NO_SP,3
3789,P38193,1,NO_SP,4
3790,Q9S720,1,NO_SP,0
3791,O43447,1,NO_SP,4
3792,Q8BXN7,1,NO_SP,4
3793,Q3UTQ7,1,NO_SP,1
3794,Q9H4Q4,1,NO_SP,2
3795,Q1H5E9,1,NO_SP,3
3796,Q13029,1,NO_SP,1
3797,Q3UZD5,1,NO_SP,2
3798,Q06830,1,NO_SP,2
3799,Q9Y255,1,NO_SP,3
3800,Q09856,1,NO_SP,3
3801,O43172,1,NO_SP,0
3802,Q66GI4,1,NO_SP,1
3803,O14021,1,NO_SP,2
3804,O94517,1,NO_SP,0
3805,Q09682,1,NO_SP,0
3806,P30186,1,NO_SP,0
3807,Q9Y7T8,1,NO_SP,2
3808,Q9S841,1,NO_SP,3
3809,Q7ZT46,1,NO_SP,4
3810,O61742,1,NO_SP,0
3811,Q84JF5,1,NO_SP,1
3812,O75127,1,NO_SP,2
3813,O60127,1,NO_SP,4
3814,Q61152,1,NO_SP,0
3815,P40048,1,NO_SP,1
3816,P25787,1,NO_SP,0
3817,O14818,1,NO_SP,0
3818,P12353,1,NO_SP,2
3819,Q41932,1,NO_SP,3
3820,Q12488,1,NO_SP,4
3821,O94329,1,NO_SP,4
3822,Q12161,1,NO_SP,1
3823,P50109,1,NO_SP,2
3824,O13919,1,NO_SP,4
3825,Q12318,1,NO_SP,2
3826,P10355,1,NO_SP,3
3827,P41903,1,NO_SP,4
3828,G5EE01,1,NO_SP,0
3829,Q8BGC4,1,NO_SP,1
3830,P35831,1,NO_SP,0
3831,P29352,1,NO_SP,0
3832,Q61074,1,NO_SP,2
3833,Q9FZD1,1,NO_SP,2
3834,Q9NQV5,1,NO_SP,3
3835,Q91VJ2,1,NO_SP,4
3836,Q8VY06,1,NO_SP,0
3837,F4J264,1,NO_SP,1
3838,Q9UBK2,1,NO_SP,3
3839,Q86YN6,1,NO_SP,4
3840,Q9ZW82,1,NO_SP,0
3841,Q9XFT3,1,NO_SP,3
3842,O42979,1,NO_SP,1
3843,Q55FB8,1,NO_SP,2
3844,P37272,1,NO_SP,3
3845,Q02771,1,NO_SP,4
3846,F4IHY7,1,NO_SP,0
3847,Q96EY7,1,NO_SP,1
3848,O13945,1,NO_SP,2
3849,P49443,1,NO_SP,2
3850,P56602,1,NO_SP,0
3851,Q6NYC8,1,NO_SP,1
3852,Q9SY69,1,NO_SP,3
3853,P48528,1,NO_SP,0
3854,O22785,1,NO_SP,1
3855,O75400,1,NO_SP,4
3856,Q96S44,1,NO_SP,1
3857,O88685,1,NO_SP,3
3858,Q09838,1,NO_SP,4
3859,Q8VWK0,1,NO_SP,0
3860,Q11011,1,NO_SP,1
3861,Q9SIV2,1,NO_SP,2
3862,P40359,1,NO_SP,4
3863,O75475,1,NO_SP,2
3864,P61289,1,NO_SP,2
3865,Q54VB6,1,NO_SP,3
3866,P92983,1,NO_SP,4
3867,M0RCP6,1,NO_SP,4
3868,Q6C793,1,NO_SP,0
3869,P28708,1,NO_SP,1
3870,P30655,1,NO_SP,2
3871,O75832,1,NO_SP,3
3872,P31374,1,NO_SP,1
3873,P27684,1,NO_SP,2
3874,Q42384,1,NO_SP,4
3875,Q6NKX1,1,NO_SP,4
3876,Q04499,1,NO_SP,1
3877,O42904,1,NO_SP,2
3878,Q00723,1,NO_SP,3
3879,E9PYL2,1,NO_SP,4
3880,P33299,1,NO_SP,3
3881,Q10329,1,NO_SP,0
3882,Q9QUM9,1,NO_SP,0
3883,Q09841,1,NO_SP,1
3884,Q09720,1,NO_SP,2
3885,Q4G338,1,NO_SP,1
3886,P30405,1,NO_SP,2
3887,O94647,1,NO_SP,3
3888,Q09815,1,NO_SP,4
3889,Q09792,1,NO_SP,0
3890,P53041,1,NO_SP,3
3891,P0C7R1,1,NO_SP,4
3892,O94615,1,NO_SP,0
3893,Q6NZN1,1,NO_SP,1
3894,P48529,1,NO_SP,0
3895,O60828,1,NO_SP,1
3896,C7IVR4,1,NO_SP,2
3897,Q94BR4,1,NO_SP,1
3898,O43663,1,NO_SP,3
3899,P07812,1,NO_SP,4
3900,O60155,1,NO_SP,0
3901,Q9FIB6,1,NO_SP,0
3902,O94579,1,NO_SP,0
3903,P25788,1,NO_SP,0
3904,P28066,1,NO_SP,0
3905,O14250,1,NO_SP,0
3906,Q9ZQS5,1,NO_SP,2
3907,P40506,1,NO_SP,3
3908,O49292,1,NO_SP,4
3909,P22221,1,NO_SP,1
3910,Q9UA41,1,NO_SP,4
3911,Q09928,1,NO_SP,3
3912,Q9P6P3,1,NO_SP,2
3913,O74815,1,NO_SP,3
3914,O43066,1,NO_SP,4
3915,O94487,1,NO_SP,0
3916,Q8TCE9,1,NO_SP,4
3917,Q8WY54,1,NO_SP,0
3918,P51175,1,NO_SP,0
3919,P53042,1,NO_SP,3
3920,Q9LN01,1,NO_SP,1
3921,Q0WQW5,1,NO_SP,2
3922,Q5VV67,1,NO_SP,1
3923,Q99MW3,1,NO_SP,3
3924,Q9XIK0,1,NO_SP,4
3925,Q91836,1,NO_SP,0
3926,P21372,1,NO_SP,2
3927,Q9NZ81,1,NO_SP,4
3928,P23321,1,NO_SP,3
3929,Q06244,1,NO_SP,1
3930,Q56P42,1,NO_SP,3
3931,O49686,1,NO_SP,2
3932,P27708,1,NO_SP,3
3933,Q9VUL1,1,NO_SP,4
3934,P07257,1,NO_SP,0
3935,Q9SUU5,1,NO_SP,1
3936,Q9SV68,1,NO_SP,0
3937,Q32NN2,1,NO_SP,3
3938,Q91XU1,1,NO_SP,3
3939,O74489,1,NO_SP,1
3940,Q9AYU1,1,NO_SP,0
3941,Q8C551,1,NO_SP,2
3942,Q9V8W3,1,NO_SP,0
3943,Q9UJ41,1,NO_SP,3
3944,O49841,1,NO_SP,0
3945,Q06665,1,NO_SP,1
3946,P14736,1,NO_SP,2
3947,Q8WXC3,1,NO_SP,2
3948,F4JWS8,1,NO_SP,1
3949,Q9H5N1,1,NO_SP,3
3950,Q6GQD3,1,NO_SP,1
3951,Q8L9X2,1,NO_SP,2
3952,Q96PK6,1,NO_SP,2
3953,Q5SFM8,1,NO_SP,3
3954,P42696,1,NO_SP,2
3955,Q9STF2,1,NO_SP,4
3956,Q8R3K3,1,NO_SP,0
3957,P47116,1,NO_SP,2
3958,P81718,1,NO_SP,4
3959,Q8BUM3,1,NO_SP,2
3960,O94462,1,NO_SP,3
3961,Q9M8D3,1,NO_SP,0
3962,F4JP46,1,NO_SP,3
3963,O94396,1,NO_SP,0
3964,Q6ZY51,1,NO_SP,2
3965,O94710,1,NO_SP,3
3966,B8ZXI1,1,NO_SP,4
3967,Q94JZ8,1,NO_SP,0
3968,Q15269,1,NO_SP,2
3969,Q9URX9,1,NO_SP,1
3970,Q8K459,1,NO_SP,0
3971,O14096,1,NO_SP,3
3972,Q9XED7,1,NO_SP,4
3973,Q9ULC3,1,NO_SP,2
3974,Q3YEC7,1,NO_SP,0
3975,Q9SSX0,1,NO_SP,3
3976,P32628,1,NO_SP,0
3977,O76460,1,NO_SP,2
3978,P18911,1,NO_SP,0
3979,Q86WH2,1,NO_SP,2
3980,O43374,1,NO_SP,4
3981,O43088,1,NO_SP,0
3982,Q9LRZ3,1,NO_SP,2
3983,P07256,1,NO_SP,4
3984,Q08257,1,NO_SP,0
3985,Q3E7K4,1,NO_SP,0
3986,P51158,1,NO_SP,3
3987,Q9D0P7,1,NO_SP,2
3988,P82411,1,NO_SP,4
3989,O74832,1,NO_SP,2
3990,Q8VZV9,1,NO_SP,4
3991,O08586,1,NO_SP,0
3992,Q9LK22,1,NO_SP,2
3993,Q9HGP0,1,NO_SP,4
3994,P53335,1,NO_SP,1
3995,P82804,1,NO_SP,4
3996,Q9LDD5,1,NO_SP,2
3997,Q9SSA8,1,NO_SP,0
3998,Q5JT25,1,NO_SP,2
3999,Q9H0N0,1,NO_SP,2
4000,P26659,1,NO_SP,4
4001,Q99359,1,NO_SP,0
4002,P24386,1,NO_SP,0
4003,O80920,1,NO_SP,4
4004,P00127,1,NO_SP,0
4005,P10536,1,NO_SP,0
4006,Q92698,1,NO_SP,2
4007,O74387,1,NO_SP,0
4008,Q8H1D6,1,NO_SP,2
4009,O48533,1,NO_SP,0
4010,P43122,1,NO_SP,2
4011,Q8BQP9,1,NO_SP,4
4012,Q38937,1,NO_SP,3
4013,Q9NS91,1,NO_SP,0
4014,O60216,1,NO_SP,2
4015,Q09683,1,NO_SP,0
4016,P22216,1,NO_SP,4
4017,P41838,1,NO_SP,4
4018,Q99N57,1,NO_SP,0
4019,Q96TL7,1,NO_SP,3
4020,P20936,1,NO_SP,0
4021,Q5E915,1,NO_SP,3
4022,O03042,1,NO_SP,0
4023,O14039,1,NO_SP,2
4024,Q18919,1,NO_SP,4
4025,Q84L30,1,NO_SP,0
4026,Q9FIJ4,1,NO_SP,4
4027,P38086,1,NO_SP,2
4028,Q9C7E7,1,NO_SP,3
4029,Q6DUB4,1,NO_SP,3
4030,O75943,1,NO_SP,4
4031,P36632,1,NO_SP,1
4032,Q9W252,1,NO_SP,2
4033,P25454,1,NO_SP,3
4034,Q99638,1,NO_SP,4
4035,P15919,1,NO_SP,1
4036,Q9JKF8,1,NO_SP,3
4037,Q8IZ41,1,NO_SP,3
4038,Q02833,1,NO_SP,1
4039,P01116,1,NO_SP,3
4040,Q7TPD6,1,NO_SP,3
4041,P69735,1,NO_SP,0
4042,Q9NYW8,1,NO_SP,1
4043,Q8TDY2,1,NO_SP,2
4044,Q94AU9,1,NO_SP,3
4045,Q24472,1,NO_SP,0
4046,Q9LIS2,1,NO_SP,1
4047,P57052,1,NO_SP,1
4048,Q9NW13,1,NO_SP,3
4049,Q3V089,1,NO_SP,2
4050,Q9XSR3,1,NO_SP,3
4051,P38159,1,NO_SP,1
4052,Q9LKX9,1,NO_SP,0
4053,P35290,1,NO_SP,3
4054,O74999,1,NO_SP,0
4055,P78406,1,NO_SP,4
4056,Q38942,1,NO_SP,4
4057,P26374,1,NO_SP,0
4058,Q9LE82,1,NO_SP,2
4059,Q04418,1,NO_SP,0
4060,Q8IUH3,1,NO_SP,2
4061,P10795,1,NO_SP,4
4062,Q08273,1,NO_SP,0
4063,Q4VGL6,1,NO_SP,2
4064,Q8RY59,1,NO_SP,4
4065,A2AU37,1,NO_SP,2
4066,P54728,1,NO_SP,0
4067,P38344,1,NO_SP,3
4068,Q9XIB5,1,NO_SP,0
4069,Q9P2R6,1,NO_SP,2
4070,O94623,1,NO_SP,4
4071,Q9H6Z4,1,NO_SP,0
4072,Q9VUN3,1,NO_SP,2
4073,O17915,1,NO_SP,2
4074,P62827,1,NO_SP,2
4075,P62836,1,NO_SP,3
4076,Q9Y5S9,1,NO_SP,3
4077,Q18211,1,NO_SP,4
4078,Q8NG50,1,NO_SP,0
4079,F4JW79,1,NO_SP,4
4080,Q9ZVH8,1,NO_SP,0
4081,Q9SG02,1,NO_SP,4
4082,P19541,1,NO_SP,0
4083,P21651,1,NO_SP,3
4084,Q8TAI7,1,NO_SP,3
4085,Q9USR4,1,NO_SP,4
4086,Q9XUB3,1,NO_SP,0
4087,Q8C5S7,1,NO_SP,3
4088,O94761,1,NO_SP,4
4089,Q84J39,1,NO_SP,0
4090,Q9HAU5,1,NO_SP,4
4091,P03872,1,NO_SP,0
4092,Q10164,1,NO_SP,3
4093,Q09697,1,NO_SP,4
4094,Q9Y7U6,1,NO_SP,0
4095,O14106,1,NO_SP,3
4096,Q99188,1,NO_SP,0
4097,Q8H136,1,NO_SP,2
4098,Q93ZG7,1,NO_SP,3
4099,P81128,1,NO_SP,4
4100,Q67EU8,1,NO_SP,4
4101,Q969Q5,1,NO_SP,3
4102,Q13637,1,NO_SP,2
4103,P50531,1,NO_SP,0
4104,O60671,1,NO_SP,2
4105,P30776,1,NO_SP,2
4106,Q04231,1,NO_SP,4
4107,P36607,1,NO_SP,0
4108,Q93454,1,NO_SP,2
4109,P37727,1,NO_SP,0
4110,Q9P0K7,1,NO_SP,3
4111,Q9BTL3,1,NO_SP,4
4112,Q9CW46,1,NO_SP,0
4113,Q8NDT2,1,NO_SP,2
4114,Q9VPH8,1,NO_SP,3
4115,O75884,1,NO_SP,4
4116,P39729,1,NO_SP,0
4117,P53295,1,NO_SP,0
4118,Q9V535,1,NO_SP,3
4119,Q6XE24,1,NO_SP,2
4120,O60116,1,NO_SP,2
4121,Q08742,1,NO_SP,3
4122,O82504,1,NO_SP,3
4123,Q9VFP2,1,NO_SP,4
4124,Q6AYJ4,1,NO_SP,3
4125,Q8RY99,1,NO_SP,2
4126,Q8LLD4,1,NO_SP,0
4127,P18754,1,NO_SP,3
4128,Q54XQ2,1,NO_SP,4
4129,P53972,1,NO_SP,0
4130,Q12044,1,NO_SP,2
4131,Q84L33,1,NO_SP,0
4132,P90897,1,NO_SP,3
4133,Q10215,1,NO_SP,0
4134,Q9UUJ4,1,NO_SP,2
4135,P36626,1,NO_SP,3
4136,Q9STM3,1,NO_SP,4
4137,P52572,1,NO_SP,2
4138,P53331,1,NO_SP,0
4139,Q08237,1,NO_SP,2
4140,Q9UGC7,1,NO_SP,3
4141,Q9C587,1,NO_SP,0
4142,Q9R1A8,1,NO_SP,2
4143,Q7ZT82,1,NO_SP,3
4144,Q8HWS3,1,NO_SP,0
4145,Q9WVM1,1,NO_SP,2
4146,Q9UTR5,1,NO_SP,3
4147,O23523,1,NO_SP,4
4148,Q9SAL0,1,NO_SP,1
4149,Q08116,1,NO_SP,2
4150,Q9DC04,1,NO_SP,3
4151,O15539,1,NO_SP,4
4152,P49758,1,NO_SP,0
4153,P49804,1,NO_SP,1
4154,Q8L7S8,1,NO_SP,2
4155,Q9ZT50,1,NO_SP,1
4156,Q8K586,1,NO_SP,2
4157,Q9Y3L5,1,NO_SP,3
4158,Q70E73,1,NO_SP,2
4159,Q8VZE7,1,NO_SP,4
4160,A6NK89,1,NO_SP,2
4161,Q96T37,1,NO_SP,3
4162,Q925G0,1,NO_SP,1
4163,Q6AXT7,1,NO_SP,4
4164,Q9PT60,1,NO_SP,0
4165,Q6INH0,1,NO_SP,2
4166,Q54RR8,1,NO_SP,1
4167,Q12305,1,NO_SP,2
4168,Q9LUJ3,1,NO_SP,3
4169,O14227,1,NO_SP,0
4170,Q9SNB6,1,NO_SP,1
4171,Q8H0M1,1,NO_SP,0
4172,O18973,1,NO_SP,2
4173,Q64012,1,NO_SP,2
4174,Q84MH1,1,NO_SP,3
4175,Q15291,1,NO_SP,3
4176,Q9C909,1,NO_SP,1
4177,P98175,1,NO_SP,4
4178,Q9Y4C8,1,NO_SP,3
4179,Q9LEB4,1,NO_SP,0
4180,Q92804,1,NO_SP,1
4181,P25332,1,NO_SP,2
4182,Q9JKY0,1,NO_SP,3
4183,O13862,1,NO_SP,4
4184,Q06835,1,NO_SP,2
4185,P46063,1,NO_SP,0
4186,Q86YV0,1,NO_SP,3
4187,Q15042,1,NO_SP,4
4188,P0C0E4,1,NO_SP,0
4189,P48810,1,NO_SP,1
4190,Q9XI84,1,NO_SP,0
4191,Q5ABZ2,1,NO_SP,2
4192,Q9SVM8,1,NO_SP,1
4193,Q03251,1,NO_SP,1
4194,Q9NTZ6,1,NO_SP,3
4195,Q3UQS8,1,NO_SP,4
4196,Q9H0Z9,1,NO_SP,1
4197,Q96LT9,1,NO_SP,0
4198,H2QII6,1,NO_SP,2
4199,O93377,1,NO_SP,2
4200,Q4Z8K6,1,NO_SP,3
4201,Q93062,1,NO_SP,4
4202,O04005,1,NO_SP,2
4203,Q09820,1,NO_SP,1
4204,Q9FVW4,1,NO_SP,4
4205,P03871,1,NO_SP,1
4206,Q69IL4,1,NO_SP,2
4207,P29762,1,NO_SP,4
4208,P68040,1,NO_SP,4
4209,P36617,1,NO_SP,0
4210,P10862,1,NO_SP,0
4211,Q92878,1,NO_SP,2
4212,Q9UTJ8,1,NO_SP,2
4213,Q06609,1,NO_SP,4
4214,Q96S59,1,NO_SP,1
4215,Q9LHS9,1,NO_SP,2
4216,Q6VN19,1,NO_SP,3
4217,Q02427,1,NO_SP,0
4218,P49792,1,NO_SP,2
4219,Q9LKZ3,1,NO_SP,4
4220,P25801,1,NO_SP,2
4221,P0DJD3,1,NO_SP,1
4222,P0C090,1,NO_SP,2
4223,P21827,1,NO_SP,3
4224,P38623,1,NO_SP,4
4225,Q59E36,1,NO_SP,1
4226,Q84L31,1,NO_SP,0
4227,Q09772,1,NO_SP,3
4228,P32841,1,NO_SP,4
4229,Q8H0P8,1,NO_SP,1
4230,P62877,1,NO_SP,0
4231,P06400,1,NO_SP,2
4232,P40893,1,NO_SP,3
4233,P38927,1,NO_SP,2
4234,P15927,1,NO_SP,3
4235,P38234,1,NO_SP,1
4236,B2GV50,1,NO_SP,2
4237,F4IUX6,1,NO_SP,1
4238,Q6IP18,1,NO_SP,3
4239,O75154,1,NO_SP,2
4240,O13826,1,NO_SP,3
4241,Q9Z205,1,NO_SP,4
4242,P40188,1,NO_SP,1
4243,Q9SS90,1,NO_SP,2
4244,Q9Z2H2,1,NO_SP,0
4245,Q0JM17,1,NO_SP,4
4246,O43182,1,NO_SP,1
4247,Q8BL80,1,NO_SP,2
4248,P17081,1,NO_SP,3
4249,O74803,1,NO_SP,0
4250,P87241,1,NO_SP,3
4251,P50861,1,NO_SP,1
4252,Q9W358,1,NO_SP,2
4253,Q32SG5,1,NO_SP,3
4254,Q10426,1,NO_SP,1
4255,O42650,1,NO_SP,2
4256,P21524,1,NO_SP,3
4257,P0CJ62,1,NO_SP,2
4258,P92959,1,NO_SP,1
4259,Q96A58,1,NO_SP,3
4260,Q9SE43,1,NO_SP,2
4261,O75570,1,NO_SP,3
4262,Q6K9U2,1,NO_SP,4
4263,P53034,1,NO_SP,2
4264,Q6ZQM0,1,NO_SP,3
4265,Q9C8Y3,1,NO_SP,2
4266,P49796,1,NO_SP,4
4267,Q5JK84,1,NO_SP,4
4268,Q8W4E1,1,NO_SP,1
4269,P79051,1,NO_SP,2
4270,P87074,1,NO_SP,1
4271,Q9SJ20,1,NO_SP,3
4272,P36603,1,NO_SP,2
4273,P21672,1,NO_SP,3
4274,P70425,1,NO_SP,3
4275,Q07844,1,NO_SP,3
4276,P82195,1,NO_SP,4
4277,P24613,1,NO_SP,1
4278,P27683,1,NO_SP,1
4279,Q9USX3,1,NO_SP,2
4280,P41917,1,NO_SP,2
4281,Q6EPW7,1,NO_SP,3
4282,Q9Y3P9,1,NO_SP,4
4283,P52756,1,NO_SP,1
4284,O08674,1,NO_SP,2
4285,Q75JL2,1,NO_SP,4
4286,Q9BWE0,1,NO_SP,1
4287,Q8VIG1,1,NO_SP,2
4288,Q9GZR2,1,NO_SP,3
4289,Q92546,1,NO_SP,4
